Source,Destination,Weight
JEWS & JUDAISM,HOLY SEE,1.0
SOCCER,ZIMBABWE,17.0
INTERNATIONAL ECONOMIC DEVELOPMENT,AFGHANISTAN,2.0
FOOD INDUSTRY,MAURITANIA,1.0
JOINT VENTURES,AFRICA,1.0
TALKS & MEETINGS,SWEDEN,2.0
FAMINE,SCOTLAND,1.0
INTERNATIONAL LAW,TUNISIA,6.0
TELECOMMUNICATIONS,ZIMBABWE,2.0
FESTIVALS,PALESTINIAN TERRITORY OCCUPIED,1.0
HOTELS & MOTELS,NAMIBIA,2.0
REAL ESTATE INVESTING,FLORIDA USA,1.0
EMPLOYMENT VISAS,AUSTRALIA,1.0
POSTWAR RECONSTRUCTION,SUDAN,1.0
OIL EXPLORATION,ALGERIA,2.0
ARTIFICIAL INTELLIGENCE,AFGHANISTAN,2.0
EDITORIALS & OPINIONS,KUWAIT,1.0
CUSTOMER SERVICE,AFGHANISTAN,1.0
LABOR SECTOR PERFORMANCE,EUROPE,1.0
GOVERNMENT TOURIST OFFICES,AUSTRALIA,3.0
PUBLIC FINANCE,CHINA,4.0
INTERGOVERNMENTAL TALKS,MIDDLE EAST,5.0
APPEALS,NIGERIA,2.0
HEADS OF STATE & GOVERNMENT,ESTONIA,1.0
DELAYS & POSTPONEMENTS,RUSSIAN FEDERATION,1.0
MARINE CARGO HANDLING,SOUTH AFRICA,3.0
TELEVISION INDUSTRY,RED SEA,1.0
EMPLOYMENT GROWTH,NIGERIA,4.0
WORLD WAR II,UNITED ARAB EMIRATES,2.0
NOBEL PRIZES,IRAN ISLAMIC REPUBLIC OF,3.0
RECESSION,KOREA REPUBLIC OF,1.0
PRESS CONFERENCES,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
SPORTS & RECREATION EVENTS,ANDALUSIA SPAIN,1.0
REBELLIONS & INSURGENCIES,SAUDI ARABIA,1.0
HEALTH CARE COSTS,SAUDI ARABIA,1.0
WEATHER,GLASGOW SCOTLAND,2.0
LETTERS & COMMENTS,MIDDLE EAST,2.0
INDIAN OCEAN TSUNAMI,UNITED STATES,1.0
CONSTITUTIONAL LAW,IRAN ISLAMIC REPUBLIC OF,1.0
EXPORT PROMOTION,KENYA,2.0
WIND POWER PLANTS,LEBANON,1.0
INTERVIEWS,JORDAN,6.0
JOURNALISM,PARIS FRANCE,1.0
LEASE AGREEMENTS,MIDDLE EAST,1.0
WHEAT FARMING,SUDAN,2.0
GREEN BUILDING,UNITED ARAB EMIRATES,1.0
STATE DEPARTMENTS & FOREIGN SERVICES,NORTHERN ASIA,1.0
AIRCRAFT PILOTS,MIDDLE EAST,1.0
WITNESSES,SPAIN,1.0
CHOLESTEROL,SAUDI ARABIA,1.0
MARKETING & ADVERTISING REGULATION,CHINA,1.0
RUNNING,CANADA,1.0
TOUR OPERATORS,POLAND,1.0
ARREST WARRANTS,SOMALIA,1.0
MOUNTAINS,CATALONIA SPAIN,1.0
HOMICIDE,LEBANON,7.0
PHARMACEUTICALS INDUSTRY,ITALY,1.0
YOGA,CHINA,1.0
INTERNATIONAL TRADE,SWITZERLAND,2.0
PUBLIC TELEVISION,TUNISIA,57.0
POST TRAUMATIC STRESS DISORDER,TAMPA FL USA,2.0
JUDGES,SUDAN,1.0
DEMOGRAPHIC GROUPS,SUDAN,1.0
HARBOR & PORT OPERATIONS,SWITZERLAND,2.0
CULTURE DEPARTMENTS,HONG KONG,2.0
CYBERCRIME,AUSTRALIA & NEW ZEALAND,1.0
RIOTS,RED SEA,2.0
SAME SEX MARRIAGE & UNIONS,QATAR,1.0
SPECIAL INVESTIGATIVE FORCES,AFGHANISTAN,3.0
STATE DEPARTMENTS & FOREIGN SERVICES,GREECE,1.0
HEALTH DEPARTMENTS,TURKEY,2.0
ENERGY REGULATION,UNITED STATES,2.0
WIRELESS TELECOMMUNICATIONS CARRIERS,QATAR,1.0
FOSSIL FUEL POWER PLANTS,QUEENSLAND AUSTRALIA,2.0
EDUCATIONAL INSTITUTION EMPLOYEES,TENNESSEE USA,1.0
FOOD PRICES,YEMEN,4.0
TALKS & MEETINGS,BAHRAIN,3.0
COASTAL AREAS,PALESTINIAN TERRITORY OCCUPIED,1.0
INTERNATIONAL TRADE LAW,YEMEN,1.0
ARCHITECTURAL SERVICES,UNITED KINGDOM,6.0
HOSPITALITY INDUSTRY,NEPAL,1.0
CATERING SERVICES,UNITED STATES,2.0
ASSASSINATION,JORDAN,2.0
POLITICAL PARTIES,INDONESIA,2.0
TELECOMMUNICATIONS SERVICES,EGYPT,20.0
BUYINS & BUYOUTS,UNITED KINGDOM,1.0
JOURNALISM,RUSSIAN FEDERATION,2.0
MEAT FREE DIETS,TUNISIA,1.0
HOLDING COMPANIES,TUNISIA,8.0
PRIMARY & SECONDARY SCHOOL TEACHERS,PENNSYLVANIA USA,1.0
VALUE ADDED TAX,LONDON ENGLAND,2.0
NOVELS & SHORT STORIES,FRANCE,2.0
CROP PRODUCTION,CANADA,2.0
SMOKING CESSATION,AUSTRALIA,1.0
REBELLIONS & INSURGENCIES,QATAR,3.0
FAMILY,IRAN ISLAMIC REPUBLIC OF,1.0
BACK DISORDERS & INJURIES,SINGAPORE,1.0
OIL & GAS PRICES,QATAR,6.0
GOVERNMENT BUDGETS,RUSSIAN FEDERATION,2.0
POLITICAL PARTIES,SOMALIA,1.0
ANTIDEPRESSANTS,IRAQ,1.0
THANKSGIVING,EGYPT,1.0
SATELLITE TELEVISION,FRANCE,2.0
MARKETING & ADVERTISING AGENCIES,MOROCCO,2.0
ATHLETES,IRAN ISLAMIC REPUBLIC OF,2.0
MINES & MINING,MIDDLE EAST,1.0
LEGISLATIVE BODIES,ALBANIA,3.0
CHILD CUSTODY & SUPPORT,UNITED STATES,1.0
WOUNDS & INJURIES,CHINA,2.0
LIBRARIES,CANADA,2.0
EXTORTION,BEIRUT LEBANON,1.0
MENU PRICES,EGYPT,1.0
COMPUTER EQUIPMENT,CHINA,4.0
ANTHROPOLOGY & ARCHAEOLOGY,TUNISIA,3.0
INSOLVENCY & BANKRUPTCY COURTS,UNITED STATES,1.0
COMPUTER OPERATING SYSTEMS,UNITED STATES,3.0
WEAPONS OF MASS DESTRUCTION,AFRICA,1.0
PRIMARY & SECONDARY SCHOOL TEACHERS,TUNISIA,1.0
RIOTS,ALBANIA,1.0
TUBERCULOSIS,UNITED KINGDOM,2.0
FILM DIRECTORS,CANADA,2.0
GOLF,SAUDI ARABIA,2.0
SOCCER TOURNAMENTS,ANGOLA,5.0
SPORTS & RECREATION,PALESTINIAN TERRITORY OCCUPIED,1.0
AGRICULTURAL PRICES,PHILIPPINES,1.0
ECONOMIC POLICY,SUDAN,3.0
INSIDER TRADING,EGYPT,1.0
STADIUMS & ARENAS,BIRMINGHAM ENGLAND,1.0
COMMON STOCK,AUSTRALIA,1.0
BANKING & FINANCE AGENCIES,SAUDI ARABIA,5.0
POLITICAL CANDIDATES,ISRAEL,1.0
ISLANDS & REEFS,HAITI,1.0
CULTURE DEPARTMENTS,GREECE,1.0
SKIING,UNITED STATES,4.0
SOCCER,UZBEKISTAN,7.0
REFUGEES,YEMEN,15.0
ICE SKATING,SPAIN,1.0
MARKET OPEN CLOSE,CHINA,6.0
EMPLOYMENT,AFRICA,4.0
SPORTS GOVERNING BODIES,BRAZIL,2.0
MOVIE REVIEWS,BAGHDAD IRAQ,2.0
CONSPIRACY,PAKISTAN,2.0
INTERROGATION OF SUSPECTS,ITALY,1.0
BIOFUELS,SYDNEY AUSTRALIA,1.0
RETAILERS,BRAZIL,2.0
DEPRESSION,NEW YORK NY USA,1.0
INTERNATIONAL TRADE,ETHIOPIA,2.0
GOVERNMENT GRANTS & SUBSIDIES,PHILIPPINES,1.0
OIL & GAS EXPLORATION,YEMEN,1.0
SIGHTSEEING TRANSPORTATION SERVICES,EUROPE,1.0
MUTUAL FUNDS,UNITED KINGDOM,1.0
TOURNAMENTS,CANARY ISLANDS,1.0
FREE TRADE TREATIES & AGREEMENTS,TUNISIA,1.0
RIOTS,GREENLAND,1.0
LEGISLATIVE BODIES,SYRIA,14.0
SPORTS GOVERNING BODIES,INDIA,2.0
DESTINATIONS & ATTRACTIONS,FLORIDA USA,1.0
BOARDS OF DIRECTORS,DUBAI UNITED ARAB EMIRATES,1.0
ATHLETES,INDIA,5.0
THERMOPLASTICS,DUBAI UNITED ARAB EMIRATES,2.0
POLITICAL ASYLUM,EGYPT,5.0
WOUNDS & INJURIES,QUEENSLAND AUSTRALIA,1.0
RUGBY,UNITED ARAB EMIRATES,12.0
ECONOMIC GROWTH,UNITED KINGDOM,2.0
PREGNANCY & CHILDBIRTH,SOUTH AFRICA,1.0
TOURISM,ROMANIA,1.0
MEAT FREE DIETS,SINGAPORE,1.0
ROBBERY,SWITZERLAND,1.0
ENDANGERED SPECIES,ARCTIC,1.0
ASSASSINATION,TUNISIA,6.0
DEATHS & OBITUARIES,ALGERIA,1.0
FORENSICS,IRAQ,5.0
HIGH SCHOOLS,AUSTRALIA,1.0
RADAR SYSTEMS,ISRAEL,2.0
HORSES,ARCTIC,1.0
SPORTS,EUROPE,49.0
CIVIC & SOCIAL ORGANIZATIONS,ALGERIA,2.0
ECONOMIC CONDITIONS,PARIS FRANCE,2.0
PRIVATE EQUITY,FLORIDA USA,1.0
ENERGY & UTILITY CONSTRUCTION,JAPAN,1.0
CRUDE OIL PIPELINES,UNITED STATES,1.0
HEARSAY,ISRAEL,1.0
FILM,FRANCE,2.0
FOREIGN RELATIONS,CANADA,10.0
INTERNATIONAL ECONOMIC ORGANIZATIONS,MOZAMBIQUE,2.0
INVESTIGATIONS,SWITZERLAND,7.0
RESEARCH & DEVELOPMENT,INDIA,1.0
MOVIE REVIEWS,LOS ANGELES CA USA,1.0
TAX RELIEF,RUSSIAN FEDERATION,1.0
POLITICS,ZAMBIA,2.0
GOVERNORS,AUSTRALIA,3.0
CONFERENCES & CONVENTIONS,SYRIA,2.0
OIL & GAS EXPORTS & IMPORTS,NORTHEAST USA,1.0
BRIBERY,NIGERIA,4.0
INTERGOVERNMENTAL TALKS,LITHUANIA,1.0
CELEBRITIES,DUBAI UNITED ARAB EMIRATES,3.0
CATS,VICTORIA AUSTRALIA,1.0
EXERCISE & FITNESS,TANZANIA UNITED REPUBLIC OF,1.0
SINGERS & MUSICIANS,MOROCCO,2.0
ARMS CONTROL & DISARMAMENT,TEHRAN IRAN ISLAMIC REPUBLIC OF,1.0
CYBERCRIME,RUSSIAN FEDERATION,1.0
TERRORISM,QUEENSLAND AUSTRALIA,1.0
EXPORT PRICES,SAUDI ARABIA,1.0
EVIDENCE,SOUTH AFRICA,1.0
REFERENDUMS,WESTERN SAHARA,8.0
TERRORISM,PALESTINIAN TERRITORY OCCUPIED,39.0
ENERGY & UTILITY TRADE,ALGERIA,2.0
PRESS CONFERENCES,KABUL AFGHANISTAN,1.0
TRENDS,EUROPE,2.0
HOTELS & MOTELS,NEPAL,1.0
INTERNET & WWW,MIDDLE EAST,1.0
AIRPORTS,MOROCCO,3.0
HISTORIC SITES,IRAQ,1.0
WHOLESALERS,CHINA,5.0
GUILTY PLEAS,UNITED ARAB EMIRATES,1.0
RESINS,NORTH AMERICA,1.0
SATELLITE INDUSTRY,CHINA,4.0
CHEMICALS TRADE,BOSNIA & HERZEGOVINA,1.0
HOME SECURITY,EGYPT,11.0
WEALTHY PEOPLE,LEBANON,17.0
RENEWABLE ENERGY,ISRAEL,1.0
NUCLEAR SCIENCE,ISRAEL,5.0
ENTREPRENEURSHIP,TUNISIA,2.0
GENOCIDE,ISRAEL,2.0
ISRAELI-PALESTINIAN CONFLICTS,JORDAN,2.0
PROTESTS & DEMONSTRATIONS,PALESTINIAN TERRITORY OCCUPIED,23.0
INTERNET SOCIAL NETWORKING,HUNGARY,1.0
CANALS & WATERWAYS,CALIFORNIA USA,2.0
POLITICAL CANDIDATES,BAGHDAD IRAQ,1.0
TAKEOVERS,EGYPT,3.0
FILM DIRECTORS,INDIA,4.0
ALIPHATICS,UNITED STATES,1.0
BLOGS & MESSAGE BOARDS,ISRAEL,2.0
CLIMATE CHANGE,QUEENSLAND AUSTRALIA,2.0
AMERICAN FOOTBALL,ENGLAND,1.0
INTERVIEWS,ASIA,3.0
VICTIMS RIGHTS,TUNISIA,1.0
DESTINATIONS & ATTRACTIONS,AUSTRALIA,4.0
MOVIE & VIDEO INDUSTRIES,TUNISIA,1.0
VENTURE CAPITAL,UNITED STATES,1.0
HOMICIDE,BRAZIL,1.0
BREWERIES,EGYPT,2.0
OIL & GAS CONSUMPTION,PARIS FRANCE,2.0
DOCUMENTARY FILMS,AUSTRALIA,4.0
AGRICULTURE REGULATION & POLICY,CANADA,1.0
RELIGION,RUSSIAN FEDERATION,12.0
WOUNDS & INJURIES,INDIA,1.0
EXPORT TRADE,ISRAEL,2.0
CAR ENTHUSIASTS,CENTRAL AFRICA,1.0
LITERATURE,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
JEWS & JUDAISM,BAHRAIN,1.0
OIL & GAS PRICES,CHINA,5.0
STEROIDS,KUWAIT,1.0
MUSLIMS & ISLAM,KASHMIR,3.0
INDUSTRY ANALYSTS,JORDAN,1.0
HOSTAGE TAKING,CHINA,1.0
SUITS & CLAIMS,LEBANON,1.0
SWAP TRANSACTIONS,TUNISIA,2.0
DESERT STORM,IRAN ISLAMIC REPUBLIC OF,1.0
GUNSHOT WOUNDS,NIGER,1.0
JAIL SENTENCING,KUWAIT,1.0
MOBILE & CELLULAR COMMUNICATIONS,ISRAEL,2.0
CULTURE DEPARTMENTS,SINGAPORE,1.0
LEASE AGREEMENTS,UNITED STATES,1.0
POWER FAILURES,AUSTRALIA,1.0
FREE TRADE TREATIES & AGREEMENTS,CANADA,4.0
FAST MOVING CONSUMER GOODS,ALGERIA,1.0
ANNIVERSARIES,TUNISIA,6.0
GENOCIDE,EGYPT,2.0
TALKS & MEETINGS,UNITED STATES,64.0
ARCHAEOLOGY,UNITED STATES,3.0
PROPERTY & CASUALTY INSURANCE,UNITED STATES,1.0
CHILDREN,OMAN,2.0
ECONOMIC DEVELOPMENT,AFRICA,13.0
HEADS OF STATE & GOVERNMENT,GREECE,1.0
TAKEOVERS,CANADA,1.0
HOSTAGE TAKING,NIGER,4.0
TERRITORIAL & NATIONAL BORDERS,PAKISTAN,1.0
RESEARCH REPORTS,NEW ZEALAND,1.0
NON FICTION LITERATURE,IRAQ,6.0
DRAMA LITERATURE,EGYPT,3.0
MOBILE & CELLULAR TELEPHONES,AFGHANISTAN,2.0
ETHICS,QATAR,11.0
CRIMINAL LAW,UNITED STATES,1.0
WITNESSES,CHINA,1.0
MONETARY UNIONS,SPAIN,1.0
INVESTOR RELATIONS,EUROPE,1.0
CIVIL WAR,UNITED ARAB EMIRATES,1.0
HOLIDAYS & OBSERVANCES,CAIRO EGYPT,1.0
HEADS OF STATE & GOVERNMENT,SAUDI ARABIA,17.0
AUTO RACING,AUSTRALIA,6.0
ARTISTS & PERFORMERS,GLASGOW SCOTLAND,1.0
ETHICS,AUSTRALIA & NEW ZEALAND,1.0
SPORTS AWARDS,SINGAPORE,1.0
HIGH SPEED TRAINS,KOREA REPUBLIC OF,2.0
DIVORCE & DISSOLUTION,EGYPT,1.0
INVESTIGATIONS,CHINA,4.0
CONSUMPTION,UNITED ARAB EMIRATES,2.0
PRESS CONFERENCES,ALBANIA,1.0
INTERNATIONAL TRADE,TURKEY,5.0
RESORTS,EUROPE,2.0
ARMS RACE,IRAN ISLAMIC REPUBLIC OF,4.0
DISPLACED PERSONS,JORDAN,1.0
GOVERNORS,PALESTINIAN TERRITORY OCCUPIED,2.0
COLLECTIVE BARGAINING AGREEMENTS,GERMANY,1.0
OIL & GAS INDUSTRY,ASIA,6.0
LEGISLATORS,KOREA REPUBLIC OF,6.0
SPORTS FANS,IRAQ,2.0
STUDENTS & STUDENT LIFE,THAILAND,1.0
OCEANS,AFRICA,2.0
PRIME MINISTERS,CHILE,1.0
RANKINGS,UNITED STATES,17.0
TERRORISM,SPAIN,3.0
PETROLEUM EXPORTS & IMPORTS,CHINA,1.0
LEUKEMIA,PALESTINIAN TERRITORY OCCUPIED,1.0
RETAIL BANKING,UNITED KINGDOM,2.0
HUMOROUS LITERATURE,FRANCE,1.0
PUBLIC HEALTH ADMINISTRATION,WESTERN EUROPE,3.0
HOTEL STAFF,ABU DHABI UNITED ARAB EMIRATES,1.0
DEVELOPMENT BANKS,CHINA,3.0
PRIMARY SCHOOLS,UNITED ARAB EMIRATES,1.0
BRITISH MONARCHS,LONDON ENGLAND,6.0
DEFENSE SPENDING,SERBIA & MONTENEGRO,2.0
JAIL SENTENCING,VIRGINIA USA,3.0
AIR FARES,SAUDI ARABIA,2.0
DEFENSE DEPARTMENTS,NORTHERN ASIA,2.0
STADIUMS & ARENAS,TAMPA FL USA,1.0
DROUGHT,KENYA,7.0
PRIVATIZATION,IRAQ,1.0
RACIAL PROFILING,UNITED STATES,2.0
POLITICAL SCIENCE,UNITED KINGDOM,1.0
STATE DEPARTMENTS & FOREIGN SERVICES,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,2.0
INTERNATIONAL RELATIONS,AZERBAIJAN,1.0
ECONOMIC POLICY,SAUDI ARABIA,1.0
TERRITORIAL & NATIONAL BORDERS,ROMANIA,1.0
HOSPITALITY INDUSTRY,GLASGOW SCOTLAND,1.0
ARMED FORCES,ESTONIA,4.0
ENERGY DEPARTMENTS,FRANCE,1.0
TRIAL & PROCEDURE,TUNISIA,2.0
CASH FLOW,AUSTRALIA,1.0
LAWYERS,UNITED KINGDOM,20.0
UNEMPLOYMENT RATES,ALGERIA,4.0
LAWYERS,PENNSYLVANIA USA,1.0
LEGISLATION,NEW YORK USA,1.0
TEMPORARY STAND RETAILING,EGYPT,1.0
WORLD WAR I,NEW ZEALAND,1.0
MUTUAL FUNDS,EGYPT,1.0
AIR FORCES,ITALY,1.0
CONCRETE BLOCK & BRICK MFG,DUBLIN IRELAND,1.0
HOUSING MARKET,SAUDI ARABIA,2.0
CURFEW,INDIA,1.0
PHOTOGRAPHY SERVICES,LONDON ENGLAND,3.0
BRITISH PRIME MINISTERS,MALAYSIA,2.0
JOURNALISM,SWEDEN,2.0
CLIMATE CHANGE,INDONESIA,1.0
PUBLIC TELEVISION,UNITED STATES,2.0
EMPLOYMENT,NEW ZEALAND,2.0
BORDER CONTROL,MALDIVES,1.0
EMERGING MARKETS,THAILAND,2.0
BANKING & FINANCE AGENCIES,SWITZERLAND,2.0
VACCINES,SAUDI ARABIA,1.0
SPORTS & RECREATION EVENTS,KENYA,19.0
JAIL SENTENCING,DUBAI UNITED ARAB EMIRATES,14.0
TELEVISION PROGRAMMING,MILKY WAY GALAXY,1.0
RURAL COMMUNITIES,SOMALIA,1.0
FUEL MARKETS,MIDDLE EAST,1.0
NOVELS & SHORT STORIES,LONDON ENGLAND,6.0
TRENDS,AUSTRALIA,6.0
VEHICLE TRAFFIC,LONDON ENGLAND,1.0
TALKS & MEETINGS,QATAR,28.0
COMPANY PROFITS,EGYPT,7.0
KIDNAPPING & ABDUCTION,KOREA REPUBLIC OF,2.0
TIRES,DUBAI UNITED ARAB EMIRATES,1.0
CEMENT MFG,UNITED STATES,1.0
MUSIC INDUSTRY,MOROCCO,1.0
SHOOTINGS,UNITED KINGDOM,7.0
ANNUAL FINANCIAL RESULTS,NORTHERN AFRICA,1.0
POLLS & SURVEYS,FRANCE,7.0
TAXES & TAXATION,YEMEN,1.0
DEATHS,TUNISIA,13.0
SMART CARDS,PAKISTAN,1.0
CELEBRITIES,FRANCE,3.0
RESEARCH INSTITUTES,TURKEY,2.0
WRITERS & WRITING,PARIS FRANCE,3.0
FULL TIME EMPLOYMENT,DUBAI UNITED ARAB EMIRATES,1.0
AGING TRENDS,JAPAN,1.0
EMPLOYMENT SEARCH,EGYPT,5.0
TELEVISION INDUSTRY,LIVERPOOL ENGLAND,1.0
PRIMARY & SECONDARY EDUCATION,UGANDA,5.0
ENERGY & UTILITY LAW,ROMANIA,1.0
COMMERCIAL FISHING,TUNISIA,1.0
ESPIONAGE,CANADA,1.0
RELIEF ORGANIZATIONS,HONG KONG,1.0
RETAILERS,MOROCCO,2.0
THEATER & DRAMA,UNITED STATES,8.0
TORTURE,BAHRAIN,3.0
LUXURY GOODS,KUWAIT,1.0
SOFTBALL,AUSTRALIAN CAPITAL TERRITORY,1.0
PRISONS,UNITED STATES,27.0
RELIGION,AFRICA,7.0
VERDICTS,ISRAEL,3.0
SUGAR FARMING,SWITZERLAND,1.0
PHYSICAL THERAPY,IRAQ,3.0
TEA MARKETS,AFRICA,2.0
BOMBS & EXPLOSIVES,JERUSALEM ISRAEL,1.0
TOURNAMENTS,JORDAN,2.0
CRUDE OIL MARKETS,YEMEN,1.0
MILITARY TRAINING,KOREA REPUBLIC OF,1.0
AIRLINES,TAIWAN PROVINCE OF CHINA,1.0
FOOD INDUSTRY,EGYPT,1.0
SPORTS AWARDS,EGYPT,34.0
LEGISLATIVE BODIES,COLOMBIA,1.0
EDITORIALS & OPINIONS,PALESTINIAN TERRITORY OCCUPIED,19.0
LAW COURTS & TRIBUNALS,QATAR,2.0
REFERENDUMS,WALES,1.0
SOCCER,RWANDA,17.0
RELIEF ORGANIZATIONS,UGANDA,2.0
HIKING,CARIBBEAN ISLANDS,1.0
PRIMARY & SECONDARY SCHOOL TEACHERS,KENYA,2.0
ENTERTAINMENT & ARTS AWARDS,QATAR,1.0
NAVAL VESSELS,UNITED STATES,12.0
HIKING,JORDAN,3.0
WRESTLING,AFRICA,3.0
KIDNAPPING & ABDUCTION,NIGER,4.0
ILLEGAL WEAPONS,TUCSON AZ USA,1.0
RETURN ON INVESTMENT,SINGAPORE,1.0
BEACHES,GREECE,1.0
ANTIQUE DEALERS,EGYPT,1.0
STOCK EXCHANGES,SAUDI ARABIA,2.0
LEGISLATIVE BODIES,ROMANIA,1.0
TERRITORIAL & NATIONAL BORDERS,EUROPEAN UNION MEMBER STATES,2.0
DIVORCE & DISSOLUTION,QUEENSLAND AUSTRALIA,1.0
TEACHING & TEACHERS,IRAQ,1.0
NATURAL RESOURCES,MONGOLIA,1.0
SPORTS & RECREATION FACILITIES & VENUES,GAMBIA,1.0
DOGS,UNITED STATES,6.0
CRUISES,UNITED ARAB EMIRATES,3.0
CATHOLICS & CATHOLICISM,JERUSALEM ISRAEL,1.0
FISHERIES ADMINISTRATION,WESTERN SAHARA,2.0
IMPORT PRICES,LIBYAN ARAB JAMAHIRIYA,1.0
RESEARCH REPORTS,EGYPT,5.0
INSURANCE COMMISSIONS,SAUDI ARABIA,1.0
MEN,PALESTINIAN TERRITORY OCCUPIED,6.0
TREASURY DEPARTMENTS,MALAYSIA,1.0
CRICKET,WALES,3.0
ETHICS,PAKISTAN,8.0
2011 EGYPTIAN PROTESTS,INDIA,1.0
ESPIONAGE,EGYPT,17.0
MILITARY BASES,LEBANON,2.0
ENERGY & UTILITY POLICY,INDIA,2.0
TEACHER EDUCATION,UGANDA,4.0
WEB SITES,KENYA,1.0
ECONOMIC NEWS,HAITI,4.0
POLITICAL SCIENCE,MIDDLE EAST,1.0
EDUCATION ADMINISTRATION,SUDAN,3.0
SURFING,IRAN ISLAMIC REPUBLIC OF,2.0
CREDIT COLLECTIONS,BRAZIL,3.0
LAYOFFS,MIDDLE EAST,1.0
EUROPEAN UNION INSTITUTIONS,SYRIA,2.0
WOUNDS & INJURIES,BAHRAIN,3.0
MEDICAL EDUCATION,SUDAN,1.0
INDUSTRIAL PROPERTY,MALAYSIA,2.0
AIDS POLICY,AUSTRALIA,1.0
ORGANIZED CRIME,EGYPT,7.0
MARINE PASSENGER TRANSPORT,EGYPT,7.0
DEATHS & OBITUARIES,AUSTRALIA,5.0
COMPUTER EQUIPMENT,ISRAEL,3.0
RELIGION,GHANA,1.0
TESTIMONY,NORTHERN IRELAND,1.0
MORMONS & MORMONISM,DUBAI UNITED ARAB EMIRATES,1.0
SURGICAL PROCEDURES,SAN FRANCISCO CA USA,1.0
TERRORIST ORGANIZATIONS,LIBYAN ARAB JAMAHIRIYA,3.0
HUMAN RIGHTS ORGANIZATIONS,EUROPEAN UNION MEMBER STATES,1.0
MOTOR VEHICLES,KUWAIT,1.0
WATER QUALITY,HAITI,2.0
DESTINATIONS & ATTRACTIONS,EGYPT,30.0
ENERGY EFFICIENCY & CONSERVATION,UNITED ARAB EMIRATES,2.0
MANUFACTURING OUTPUT,CHINA,4.0
DISEASES & DISORDERS,MILKY WAY GALAXY,1.0
RISK MANAGEMENT,COTE D'IVOIRE,3.0
PUBLIC FINANCE,PALESTINIAN TERRITORY OCCUPIED,4.0
TRENDS,COTE D'IVOIRE,3.0
WIRETAPPING,NEW YORK NY USA,1.0
WRITERS & WRITING,NEW YORK NY USA,1.0
REFUGEES,WALES,1.0
HEADS OF STATE & GOVERNMENT,BEIRUT LEBANON,20.0
INTERNATIONAL RELATIONS,SLOVENIA,1.0
COMPUTING & INFORMATION TECHNOLOGY,CHINA,1.0
ARTISTS & PERFORMERS,NORTH CENTRAL CHINA,1.0
WEATHER,IRAN ISLAMIC REPUBLIC OF,4.0
FINANCIAL RATINGS,EGYPT,1.0
ARMED FORCES,BIRMINGHAM ENGLAND,1.0
INTERVIEWS,PERU,1.0
RELIGION,ITALY,4.0
COMPANY REVENUES,ASIA,2.0
ARMED FORCES,ALGERIA,2.0
LEGISLATION,IRAQ,20.0
GEOGRAPHY,UNITED STATES,3.0
NUCLEAR ENERGY,NILE RIVER,1.0
PEACE PROCESS,RUSSIAN FEDERATION,5.0
WOUNDS & INJURIES,SCOTLAND,7.0
PASSENGER & CARGO AIRCRAFT,ABU DHABI UNITED ARAB EMIRATES,2.0
RESEARCH REPORTS,YEMEN,1.0
MEDICARE,UNITED STATES,8.0
FREEDOM OF SPEECH,HUNGARY,2.0
RISK MANAGEMENT,DUBAI UNITED ARAB EMIRATES,1.0
EDITORIALS & OPINIONS,INDIA,1.0
US DOLLAR,NIGERIA,2.0
DANCE,NEW YORK NY USA,1.0
OIL & GAS EXPLORATION,IRAN ISLAMIC REPUBLIC OF,4.0
LEGISLATION,CANADA,1.0
EMERGING MARKETS,SINGAPORE,1.0
CAPITAL PUNISHMENT,ISRAEL,6.0
ENERGY & UTILITY SECTOR PERFORMANCE,JORDAN,1.0
COFFEE,KENYA,3.0
TELECOMMUNICATIONS,UNITED STATES,5.0
ARMED FORCES,TEXAS USA,4.0
ECONOMIC NEWS,RED SEA,2.0
INSURANCE,ISRAEL,1.0
SPORTS & RECREATION,KUWAIT,7.0
DOCUMENTARY FILMS,UNITED KINGDOM,6.0
CHRISTMAS,MELBOURNE AUSTRALIA,1.0
CHOLESTEROL,UNITED KINGDOM,1.0
PESTICIDES,TANZANIA UNITED REPUBLIC OF,2.0
GOLF TOURNAMENTS,RUSSIAN FEDERATION,5.0
ELECTRONICS,CYPRUS,1.0
MILITARY OPERATIONS,SAUDI ARABIA,1.0
BUYINS & BUYOUTS,ABU DHABI UNITED ARAB EMIRATES,1.0
ARTS FESTIVALS & EXHIBITIONS,SCOTLAND,3.0
CREDIT CRISIS,UNITED STATES,9.0
AWARDS & PRIZES,NEW YORK NY USA,1.0
ENVIRONMENT & NATURAL RESOURCES,SINGAPORE,2.0
HUMAN RIGHTS,SAUDI ARABIA,5.0
BUDGET,EUROPE,2.0
ARMIES,QATAR,1.0
LEGISLATIVE BODIES,NIGERIA,19.0
CELEBRITIES,CHINA,8.0
POULTRY,NEW ZEALAND,1.0
TRAVEL INDUSTRY SECTOR PERFORMANCE,CAIRO EGYPT,1.0
MUSIC,QATAR,1.0
FOREIGN INVESTMENT,CHINA,3.0
COLLEGE & UNIVERSITY PROFESSORS,JORDAN,1.0
